longitud_url,longitud_host,longitud_ruta,longitud_consulta,longitud_tld,cantidad_puntos,cantidad_guiones,cantidad_guion_bajo,cantidad_arroba,cantidad_interrogacion,cantidad_igual,cantidad_ampersand,cantidad_slash,cantidad_porcentaje,cantidad_digitos,cantidad_especiales,ratio_digitos,ratio_especiales,tiene_https,tiene_ip,cantidad_subdominios,tiene_puerto,palabras_sospechosas,tiene_punycode,tiene_redireccion_doble_slash,tiene_http_en_ruta,token_mas_largo,entropia_shannon,entropia_relativa,es_acortador,tiene_marca_en_host,tiene_prefijo_sufijo_host,cantidad_www,cantidad_digitos_host,ratio_digitos_host,estado_binario
77.0,24.0,46.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,4.294855991162371,0.6853362506082951,0.0,0.0,0.0,1.0,0.0,0.0,1
58.0,17.0,34.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.15517241379310345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.082227228581176,0.6968659051602599,0.0,0.0,0.0,1.0,0.0,0.0,0
26.0,17.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.2692307692307692,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.9210296217376137,0.8341835778905137,0.0,0.0,1.0,0.0,0.0,0.0,1
114.0,68.0,39.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,57.0,13.0,0.5,0.11403508771929824,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,42.0,4.640055248952033,0.6790765312090622,0.0,1.0,0.0,0.0,30.0,0.4411764705882353,1
29.0,17.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.20689655172413793,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0472990984266435,0.8331236994310968,0.0,0.0,0.0,0.0,0.0,0.0,1
29.0,20.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.20689655172413793,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3.9783335811852645,0.8189273661579634,0.0,0.0,0.0,0.0,0.0,0.0,0
67.0,22.0,38.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.14925373134328357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.127468721065651,0.6804167547615921,0.0,0.0,0.0,1.0,0.0,0.0,0
62.0,17.0,10.0,26.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,6.0,11.0,0.0967741935483871,0.1774193548387097,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.490824440173962,0.7542284812376584,0.0,0.0,0.0,0.0,6.0,0.35294117647058826,1
53.0,17.0,28.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,11.0,0.03773584905660377,0.20754716981132076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.340641446349417,0.757804072312388,0.0,0.0,0.0,0.0,0.0,0.0,1
26.0,18.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,0.038461538461538464,0.23076923076923078,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.103909910282363,0.8730906375511095,0.0,0.0,0.0,0.0,1.0,0.05555555555555555,1
84.0,20.0,57.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,23.0,10.0,0.27380952380952384,0.11904761904761904,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,4.769545221842161,0.7461371059024826,0.0,0.0,0.0,0.0,0.0,0.0,1
67.0,17.0,43.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,12.0,0.05970149253731343,0.1791044776119403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.578794556252628,0.7548182053530099,0.0,0.0,0.0,1.0,0.0,0.0,0
61.0,27.0,27.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,11.0,0.04918032786885246,0.18032786885245902,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,4.3810762717763145,0.7387068457792513,0.0,0.0,0.0,1.0,0.0,0.0,1
303.0,15.0,46.0,233.0,2.0,3.0,1.0,0.0,0.0,1.0,6.0,6.0,9.0,0.0,87.0,33.0,0.2871287128712871,0.10891089108910891,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,5.044375136428649,0.611945731891903,0.0,0.0,0.0,0.0,0.0,0.0,1
81.0,12.0,61.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,14.0,0.0,0.1728395061728395,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,4.156064660228985,0.6555462129763292,0.0,0.0,0.0,0.0,0.0,0.0,1
89.0,30.0,51.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,15.0,0.06741573033707865,0.16853932584269662,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,4.446302292032339,0.686609839554313,0.0,0.0,0.0,0.0,0.0,0.0,0
38.0,30.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.15789473684210525,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3.6803582656726146,0.7012974657604668,0.0,0.0,0.0,0.0,0.0,0.0,1
72.0,24.0,41.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,0.20833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.187132212342207,0.6786358361509098,0.0,0.0,1.0,1.0,0.0,0.0,0
168.0,20.0,120.0,20.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,16.0,0.0,5.0,25.0,0.02976190476190476,0.1488095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.659034932998435,0.6302536358411827,0.0,0.0,0.0,0.0,0.0,0.0,1
54.0,17.0,29.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.18518518518518517,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,4.182779113467523,0.7268220468071821,0.0,0.0,0.0,0.0,0.0,0.0,1
73.0,26.0,39.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,10.0,0.0410958904109589,0.136986301369863,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,4.3296814089920606,0.6994837039089634,0.0,1.0,0.0,0.0,0.0,0.0,0
206.0,12.0,24.0,162.0,2.0,4.0,0.0,0.0,0.0,1.0,6.0,9.0,5.0,0.0,36.0,38.0,0.17475728155339806,0.18446601941747573,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,19.0,5.033368398557183,0.6548322452794656,0.0,0.0,0.0,0.0,9.0,0.75,1
21.0,9.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.7489948035250955,0.8535345792821428,0.0,0.0,0.0,0.0,0.0,0.0,1
28.0,20.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,3.8693312611115185,0.8048773855572535,0.0,0.0,1.0,1.0,0.0,0.0,0
25.0,16.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.589275070710713,0.7729083167161622,0.0,0.0,0.0,1.0,0.0,0.0,0
31.0,14.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.22580645161290322,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.824533406881911,0.7719785747818402,0.0,0.0,0.0,0.0,0.0,0.0,1
82.0,17.0,57.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.14634146341463414,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.30640471271895,0.6773683816649563,0.0,0.0,0.0,1.0,0.0,0.0,0
23.0,12.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.30434782608695654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.6424896731661267,0.805225994150221,0.0,0.0,1.0,1.0,0.0,0.0,0
66.0,19.0,40.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,13.0,0.09090909090909091,0.19696969696969696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,4.640287536584864,0.7677010209713757,0.0,0.0,1.0,1.0,0.0,0.0,0
32.0,15.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,7.0,0.03125,0.21875,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,4.093139062229566,0.8186278124459132,0.0,1.0,0.0,0.0,0.0,0.0,0
35.0,12.0,16.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,9.0,0.2571428571428571,0.2571428571428571,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.318867931899242,0.842002267691516,0.0,0.0,0.0,0.0,9.0,0.75,1
85.0,17.0,61.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,14.0,0.07058823529411765,0.16470588235294117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.719899978107059,0.7364038213826399,0.0,0.0,0.0,0.0,0.0,0.0,0
48.0,39.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,8.0,0.08333333333333333,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.319773835029479,0.773465145821783,0.0,0.0,1.0,0.0,4.0,0.10256410256410256,1
55.0,15.0,33.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.16363636363636364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,4.102943988457851,0.7096849515970445,0.0,0.0,0.0,1.0,0.0,0.0,0
118.0,42.0,19.0,49.0,3.0,4.0,0.0,2.0,0.0,1.0,3.0,2.0,4.0,0.0,16.0,17.0,0.13559322033898305,0.1440677966101695,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,17.0,4.6008755760718225,0.6684751109529667,0.0,1.0,0.0,0.0,0.0,0.0,1
64.0,22.0,35.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.15625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.089178456835347,0.6815297428058912,0.0,0.0,0.0,1.0,0.0,0.0,0
68.0,22.0,39.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.17647058823529413,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.504393128136449,0.7399458929939465,0.0,0.0,0.0,1.0,0.0,0.0,0
25.0,16.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.723074189428569,0.801720388677492,0.0,0.0,0.0,1.0,0.0,0.0,0
130.0,30.0,39.0,52.0,3.0,5.0,5.0,0.0,0.0,1.0,2.0,1.0,7.0,0.0,26.0,22.0,0.2,0.16923076923076924,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,4.930678610634001,0.7021390422595373,0.0,1.0,0.0,0.0,0.0,0.0,1
107.0,18.0,82.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,17.0,0.0,0.1588785046728972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.31133663122533,0.6395249935840576,0.0,0.0,0.0,1.0,0.0,0.0,1
76.0,50.0,19.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,10.0,0.19736842105263158,0.13157894736842105,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,15.0,4.638971264266035,0.7424816075865829,0.0,1.0,1.0,0.0,0.0,0.0,1
74.0,15.0,52.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,10.0,0.16216216216216217,0.13513513513513514,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,4.647512232570837,0.748457546729654,0.0,0.0,0.0,0.0,0.0,0.0,1
28.0,19.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.21428571428571427,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.6995138503199656,0.7695528851729821,0.0,0.0,0.0,1.0,0.0,0.0,0
44.0,26.0,11.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,7.0,0.11363636363636363,0.1590909090909091,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,4.075480414328636,0.7465026946057615,0.0,0.0,0.0,0.0,5.0,0.19230769230769232,1
70.0,14.0,41.0,6.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,10.0,11.0,0.14285714285714285,0.15714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.630799402808093,0.7555205706778138,0.0,0.0,0.0,0.0,0.0,0.0,1
123.0,11.0,2.0,101.0,3.0,5.0,8.0,0.0,1.0,2.0,2.0,0.0,6.0,0.0,20.0,26.0,0.16260162601626016,0.21138211382113822,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.926885722624297,0.7096687689791941,0.0,0.0,0.0,0.0,0.0,0.0,1
28.0,19.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.21428571428571427,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.767375797816042,0.7836691608789229,0.0,0.0,0.0,1.0,0.0,0.0,0
44.0,14.0,22.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,9.0,0.045454545454545456,0.20454545454545456,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.325924732707133,0.7923763927987262,0.0,0.0,0.0,1.0,0.0,0.0,0
73.0,33.0,33.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,12.0,0.0273972602739726,0.1643835616438356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,4.385756848415243,0.7085429977370471,0.0,0.0,0.0,0.0,0.0,0.0,1
22.0,14.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.2727272727272727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.663532754804254,0.821524595083655,0.0,0.0,0.0,1.0,0.0,0.0,0
34.0,13.0,8.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,8.0,0.08823529411764706,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.124083797069061,0.8106366426168314,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,16.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.21739130434782608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.82790978214397,0.8462158403773888,0.0,0.0,0.0,1.0,0.0,0.0,0
91.0,19.0,31.0,32.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,15.0,0.0,0.16483516483516483,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.5353755548315755,0.6969143627883595,0.0,0.0,0.0,0.0,0.0,0.0,1
46.0,34.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,9.0,0.1956521739130435,0.1956521739130435,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,4.118579554250694,0.7456383375467261,0.0,0.0,0.0,0.0,8.0,0.23529411764705882,1
58.0,17.0,5.0,28.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,10.0,0.017241379310344827,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.3450739957852536,0.7417357617580712,0.0,0.0,0.0,0.0,0.0,0.0,1
18.0,10.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.155221528859512,0.7566614574046703,0.0,0.0,0.0,1.0,0.0,0.0,0
39.0,32.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.1282051282051282,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,4.055295335502323,0.7672633354241255,0.0,0.0,0.0,0.0,0.0,0.0,1
63.0,19.0,37.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,12.0,0.06349206349206349,0.19047619047619047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.371291480805731,0.7313178463701896,0.0,0.0,0.0,1.0,0.0,0.0,0
68.0,15.0,45.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.14705882352941177,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,4.246281084249781,0.6975452984247889,0.0,0.0,0.0,0.0,0.0,0.0,1
78.0,69.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,10.0,0.11538461538461539,0.1282051282051282,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,36.0,4.746770571832187,0.7552055392075485,0.0,0.0,1.0,0.0,9.0,0.13043478260869565,1
28.0,20.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.21428571428571427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.842370993177108,0.7992692562696262,0.0,0.0,0.0,1.0,0.0,0.0,0
124.0,46.0,20.0,49.0,3.0,5.0,0.0,2.0,0.0,1.0,3.0,2.0,5.0,0.0,31.0,19.0,0.25,0.1532258064516129,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,17.0,4.775139736101135,0.686655872651873,0.0,1.0,0.0,1.0,0.0,0.0,1
38.0,14.0,17.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.18421052631578946,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.214132447255579,0.8030088899780456,0.0,0.0,0.0,1.0,0.0,0.0,0
33.0,25.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,4.066677073707229,0.8061775066505766,0.0,0.0,0.0,0.0,0.0,0.0,1
75.0,23.0,44.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,14.0,0.013333333333333334,0.18666666666666668,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,4.322366699272793,0.6939304086452205,0.0,0.0,0.0,1.0,1.0,0.043478260869565216,1
125.0,50.0,20.0,47.0,3.0,4.0,1.0,2.0,0.0,1.0,3.0,2.0,5.0,0.0,19.0,19.0,0.152,0.152,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,17.0,4.770527665907742,0.6848514784490146,0.0,1.0,1.0,0.0,0.0,0.0,1
24.0,11.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,0.08333333333333333,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.8035088547976788,0.8295616058363477,1.0,0.0,0.0,0.0,0.0,0.0,1
61.0,12.0,42.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,11.0,0.11475409836065574,0.18032786885245902,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.60460860002877,0.7763973243031764,0.0,0.0,0.0,1.0,0.0,0.0,0
120.0,21.0,92.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,4.435027783286854,0.6421164085191527,0.0,0.0,0.0,1.0,0.0,0.0,0
